country,survey_wave,sector,size,indicator,Multiple technologies,Single technology,Share of firms using generative AI tools,Climate change targets for own GHG emissions,No impact at all,A minor impact,A major impact,An opportunity,No Impact,A risk,Plan to invest,Already invested,Proportion of investment directed towards measures to improve energy efficiency,Share of firms investing in measures to improve energy efficiency,Sustainable transport options,Waste minimization and recycling,Onsite/offsite renewable energy generation,Investing in energy efficiency,"Investing in new, less polluting, business areas and technologies"
ES,2023,ALL,ALL,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,0.21,0.46,0.33,,,,,,,,,
ES,2022,ALL,SME,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,,,,,,,,,,,,
ES,2023,Manufacturing (NACE C),ALL,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,0.21,0.42,0.37,,,,,,,,,
ES,2021,Manufacturing (NACE C),ALL,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,,,,,,,,,,,,
ES,2019,Services (NACE G/I),ALL,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,,,,,,,,,,,,
ES,2025,Construction (NACE F),ALL,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,0.3,0.51,0.19,,,,,,,,,
ES,2018,ALL,SME,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,,,,,,,,,,,,
ES,2018,Manufacturing (NACE C),ALL,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,,,,,,,,,,,,
ES,2020,ALL,SME,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,,,,,,,,,,,,
ES,2022,Services (NACE G/I),ALL,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,,,,,,,,,,,,
ES,2022,Other (NACE D/E/H/J),ALL,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,,,,,,,,,,,,
ES,2020,Other (NACE D/E/H/J),ALL,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,,,,,,,,,,,,
ES,2018,ALL,Large,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,,,,,,,,,,,,
ES,2023,Other (NACE D/E/H/J),ALL,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,0.19,0.5,0.31,,,,,,,,,
ES,2023,ALL,Large,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,0.23,0.46,0.31,,,,,,,,,
ES,2019,ALL,Large,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,,,,,,,,,,,,
ES,2024,Construction (NACE F),ALL,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,0.28,0.49,0.23,,,,,,,,,
ES,2019,Construction (NACE F),ALL,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,,,,,,,,,,,,
ES,2019,Other (NACE D/E/H/J),ALL,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,,,,,,,,,,,,
ES,2020,Services (NACE G/I),ALL,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,,,,,,,,,,,,
ES,2024,ALL,SME,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,0.15,0.46,0.39,,,,,,,,,
ES,2025,Other (NACE D/E/H/J),ALL,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,0.3,0.43,0.28,,,,,,,,,
ES,2021,Other (NACE D/E/H/J),ALL,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,,,,,,,,,,,,
ES,2025,ALL,SME,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,0.13,0.51,0.35,,,,,,,,,
ES,2021,ALL,SME,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,,,,,,,,,,,,
ES,2020,Manufacturing (NACE C),ALL,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,,,,,,,,,,,,
ES,2024,ALL,Large,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,0.38,0.39,0.23,,,,,,,,,
ES,2018,Construction (NACE F),ALL,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,,,,,,,,,,,,
ES,2020,ALL,Large,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,,,,,,,,,,,,
ES,2019,ALL,ALL,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,,,,,,,,,,,,
ES,2018,Other (NACE D/E/H/J),ALL,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,,,,,,,,,,,,
ES,2021,ALL,ALL,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,,,,,,,,,,,,
ES,2018,ALL,ALL,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,,,,,,,,,,,,
ES,2021,ALL,Large,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,,,,,,,,,,,,
ES,2018,Services (NACE G/I),ALL,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,,,,,,,,,,,,
ES,2022,Construction (NACE F),ALL,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,,,,,,,,,,,,
ES,2024,Manufacturing (NACE C),ALL,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,0.29,0.32,0.39,,,,,,,,,
ES,2019,ALL,SME,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,,,,,,,,,,,,
ES,2022,Manufacturing (NACE C),ALL,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,,,,,,,,,,,,
ES,2020,Construction (NACE F),ALL,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,,,,,,,,,,,,
ES,2025,Manufacturing (NACE C),ALL,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,0.13,0.4,0.47,,,,,,,,,
ES,2022,ALL,ALL,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,,,,,,,,,,,,
ES,2025,Services (NACE G/I),ALL,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,0.15,0.55,0.31,,,,,,,,,
ES,2025,ALL,Large,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,0.25,0.42,0.33,,,,,,,,,
ES,2019,Manufacturing (NACE C),ALL,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,,,,,,,,,,,,
ES,2025,ALL,ALL,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,0.2,0.46,0.34,,,,,,,,,
ES,2024,Services (NACE G/I),ALL,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,0.22,0.54,0.24,,,,,,,,,
ES,2023,Construction (NACE F),ALL,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,0.24,0.51,0.25,,,,,,,,,
ES,2021,Construction (NACE F),ALL,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,,,,,,,,,,,,
ES,2024,ALL,ALL,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,0.27,0.42,0.31,,,,,,,,,
ES,2021,Services (NACE G/I),ALL,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,,,,,,,,,,,,
ES,2024,Other (NACE D/E/H/J),ALL,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,0.3,0.39,0.31,,,,,,,,,
ES,2023,Services (NACE G/I),ALL,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,0.22,0.44,0.34,,,,,,,,,
ES,2022,ALL,Large,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,,,,,,,,,,,,
ES,2020,ALL,ALL,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,,,,,,,,,,,,
EU,2022,Construction (NACE F),ALL,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,,,,,,,,,,,,
EU,2024,ALL,ALL,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,0.27,0.38,0.35,,,,,,,,,
EU,2022,Services (NACE G/I),ALL,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,,,,,,,,,,,,
EU,2025,Other (NACE D/E/H/J),ALL,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,0.29,0.35,0.36,,,,,,,,,
EU,2025,Construction (NACE F),ALL,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,0.32,0.39,0.29,,,,,,,,,
EU,2019,Manufacturing (NACE C),ALL,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,,,,,,,,,,,,
EU,2018,ALL,SME,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,,,,,,,,,,,,
EU,2023,Other (NACE D/E/H/J),ALL,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,0.3,0.34,0.36,,,,,,,,,
EU,2021,ALL,Large,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,,,,,,,,,,,,
EU,2021,Manufacturing (NACE C),ALL,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,,,,,,,,,,,,
EU,2019,Services (NACE G/I),ALL,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,,,,,,,,,,,,
EU,2018,Manufacturing (NACE C),ALL,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,,,,,,,,,,,,
EU,2022,ALL,Large,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,,,,,,,,,,,,
EU,2020,Services (NACE G/I),ALL,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,,,,,,,,,,,,
EU,2020,Construction (NACE F),ALL,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,,,,,,,,,,,,
EU,2024,Manufacturing (NACE C),ALL,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,0.28,0.35,0.37,,,,,,,,,
EU,2024,ALL,SME,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,0.23,0.45,0.32,,,,,,,,,
EU,2023,ALL,Large,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,0.33,0.33,0.33,,,,,,,,,
EU,2025,ALL,Large,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,0.32,0.3,0.39,,,,,,,,,
EU,2023,Construction (NACE F),ALL,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,0.34,0.41,0.25,,,,,,,,,
EU,2018,Other (NACE D/E/H/J),ALL,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,,,,,,,,,,,,
EU,2018,Construction (NACE F),ALL,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,,,,,,,,,,,,
EU,2020,ALL,ALL,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,,,,,,,,,,,,
EU,2025,Services (NACE G/I),ALL,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,0.25,0.41,0.34,,,,,,,,,
EU,2018,Services (NACE G/I),ALL,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,,,,,,,,,,,,
EU,2022,ALL,ALL,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,,,,,,,,,,,,
EU,2024,Construction (NACE F),ALL,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,0.32,0.4,0.28,,,,,,,,,
EU,2024,Services (NACE G/I),ALL,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,0.23,0.41,0.36,,,,,,,,,
EU,2020,ALL,SME,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,,,,,,,,,,,,
EU,2018,ALL,ALL,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,,,,,,,,,,,,
EU,2021,Construction (NACE F),ALL,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,,,,,,,,,,,,
EU,2022,Manufacturing (NACE C),ALL,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,,,,,,,,,,,,
EU,2018,ALL,Large,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,,,,,,,,,,,,
EU,2021,ALL,ALL,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,,,,,,,,,,,,
EU,2021,ALL,SME,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,,,,,,,,,,,,
EU,2020,Manufacturing (NACE C),ALL,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,,,,,,,,,,,,
EU,2021,Other (NACE D/E/H/J),ALL,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,,,,,,,,,,,,
EU,2019,Other (NACE D/E/H/J),ALL,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,,,,,,,,,,,,
EU,2023,Services (NACE G/I),ALL,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,0.26,0.41,0.33,,,,,,,,,
EU,2024,ALL,Large,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,0.31,0.31,0.38,,,,,,,,,
EU,2020,ALL,Large,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,,,,,,,,,,,,
EU,2025,ALL,ALL,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,0.27,0.37,0.36,,,,,,,,,
EU,2022,ALL,SME,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,,,,,,,,,,,,
EU,2023,ALL,ALL,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,0.29,0.38,0.33,,,,,,,,,
EU,2019,ALL,SME,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,,,,,,,,,,,,
EU,2022,Other (NACE D/E/H/J),ALL,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,,,,,,,,,,,,
EU,2021,Services (NACE G/I),ALL,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,,,,,,,,,,,,
EU,2024,Other (NACE D/E/H/J),ALL,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,0.3,0.38,0.33,,,,,,,,,
EU,2019,ALL,Large,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,,,,,,,,,,,,
EU,2025,Manufacturing (NACE C),ALL,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,0.27,0.35,0.38,,,,,,,,,
EU,2023,Manufacturing (NACE C),ALL,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,0.3,0.38,0.33,,,,,,,,,
EU,2025,ALL,SME,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,0.22,0.46,0.32,,,,,,,,,
EU,2023,ALL,SME,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,0.24,0.43,0.32,,,,,,,,,
EU,2020,Other (NACE D/E/H/J),ALL,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,,,,,,,,,,,,
EU,2019,ALL,ALL,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,,,,,,,,,,,,
EU,2019,Construction (NACE F),ALL,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,,,,,,,,,,,,
FI,2022,Construction (NACE F),ALL,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,,,,,,,,,,,,
FI,2024,ALL,Micro/Small,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,0.33,0.43,0.24,,,,,,,,,
FI,2022,Other (NACE D/E/H/J),ALL,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,,,,,,,,,,,,
FI,2018,ALL,Medium/Large,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,,,,,,,,,,,,
FI,2025,ALL,Medium/Large,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,0.52,0.26,0.21,,,,,,,,,
FI,2024,Construction (NACE F),ALL,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,0.43,0.37,0.2,,,,,,,,,
FI,2022,Manufacturing (NACE C),ALL,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,,,,,,,,,,,,
FI,2021,Manufacturing (NACE C),ALL,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,,,,,,,,,,,,
FI,2020,Other (NACE D/E/H/J),ALL,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,,,,,,,,,,,,
FI,2023,Manufacturing (NACE C),ALL,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,0.4,0.41,0.19,,,,,,,,,
FI,2019,Other (NACE D/E/H/J),ALL,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,,,,,,,,,,,,
FI,2019,Construction (NACE F),ALL,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,,,,,,,,,,,,
FI,2021,Other (NACE D/E/H/J),ALL,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,,,,,,,,,,,,
FI,2022,ALL,Medium/Large,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,,,,,,,,,,,,
FI,2024,Other (NACE D/E/H/J),ALL,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,0.57,0.32,0.11,,,,,,,,,
FI,2020,Manufacturing (NACE C),ALL,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,,,,,,,,,,,,
FI,2018,Services (NACE G/I),ALL,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,,,,,,,,,,,,
FI,2021,ALL,Micro/Small,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,,,,,,,,,,,,
FI,2025,ALL,ALL,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,0.46,0.33,0.21,,,,,,,,,
FI,2025,Services (NACE G/I),ALL,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,0.37,0.4,0.22,,,,,,,,,
FI,2024,Manufacturing (NACE C),ALL,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,0.46,0.4,0.14,,,,,,,,,
FI,2020,ALL,Medium/Large,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,,,,,,,,,,,,
FI,2019,Manufacturing (NACE C),ALL,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,,,,,,,,,,,,
FI,2024,Services (NACE G/I),ALL,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,0.52,0.31,0.18,,,,,,,,,
FI,2019,ALL,Micro/Small,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,,,,,,,,,,,,
FI,2023,Services (NACE G/I),ALL,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,0.38,0.46,0.15,,,,,,,,,
FI,2020,ALL,ALL,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,,,,,,,,,,,,
FI,2019,ALL,ALL,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,,,,,,,,,,,,
FI,2018,Manufacturing (NACE C),ALL,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,,,,,,,,,,,,
FI,2018,Construction (NACE F),ALL,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,,,,,,,,,,,,
FI,2018,ALL,ALL,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,,,,,,,,,,,,
FI,2024,ALL,Medium/Large,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,0.56,0.33,0.11,,,,,,,,,
FI,2023,ALL,Medium/Large,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,0.42,0.38,0.21,,,,,,,,,
FI,2018,ALL,Micro/Small,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,,,,,,,,,,,,
FI,2025,ALL,Micro/Small,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,0.28,0.51,0.2,,,,,,,,,
FI,2021,ALL,Medium/Large,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,,,,,,,,,,,,
FI,2021,Services (NACE G/I),ALL,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,,,,,,,,,,,,
FI,2025,Construction (NACE F),ALL,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,0.47,0.35,0.19,,,,,,,,,
FI,2020,ALL,Micro/Small,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,,,,,,,,,,,,
FI,2020,Construction (NACE F),ALL,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,,,,,,,,,,,,
FI,2023,ALL,Micro/Small,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,0.31,0.42,0.28,,,,,,,,,
FI,2025,Other (NACE D/E/H/J),ALL,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,0.37,0.43,0.19,,,,,,,,,
FI,2022,ALL,Micro/Small,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,,,,,,,,,,,,
FI,2024,ALL,ALL,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,0.5,0.36,0.15,,,,,,,,,
FI,2020,Services (NACE G/I),ALL,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,,,,,,,,,,,,
FI,2022,Services (NACE G/I),ALL,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,,,,,,,,,,,,
FI,2023,Construction (NACE F),ALL,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,0.51,0.34,0.14,,,,,,,,,
FI,2018,Other (NACE D/E/H/J),ALL,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,,,,,,,,,,,,
FI,2023,Other (NACE D/E/H/J),ALL,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,0.31,0.33,0.36,,,,,,,,,
FI,2021,Construction (NACE F),ALL,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,,,,,,,,,,,,
FI,2023,ALL,ALL,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,0.39,0.39,0.23,,,,,,,,,
FI,2019,Services (NACE G/I),ALL,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,,,,,,,,,,,,
FI,2022,ALL,ALL,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,,,,,,,,,,,,
FI,2025,Manufacturing (NACE C),ALL,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,0.54,0.23,0.22,,,,,,,,,
FI,2021,ALL,ALL,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,,,,,,,,,,,,
FI,2019,ALL,Medium/Large,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,,,,,,,,,,,,
FR,2024,ALL,Large,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,0.26,0.31,0.43,,,,,,,,,
FR,2021,Construction (NACE F),ALL,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,,,,,,,,,,,,
FR,2019,ALL,SME,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,,,,,,,,,,,,
FR,2025,Manufacturing (NACE C),ALL,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,0.34,0.18,0.48,,,,,,,,,
FR,2021,Manufacturing (NACE C),ALL,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,,,,,,,,,,,,
FR,2022,Services (NACE G/I),ALL,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,,,,,,,,,,,,
FR,2023,ALL,SME,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,0.21,0.4,0.39,,,,,,,,,
FR,2019,ALL,Large,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,,,,,,,,,,,,
FR,2021,ALL,SME,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,,,,,,,,,,,,
FR,2020,Other (NACE D/E/H/J),ALL,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,,,,,,,,,,,,
FR,2020,Manufacturing (NACE C),ALL,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,,,,,,,,,,,,
FR,2020,Services (NACE G/I),ALL,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,,,,,,,,,,,,
FR,2018,Manufacturing (NACE C),ALL,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,,,,,,,,,,,,
FR,2024,Manufacturing (NACE C),ALL,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,0.33,0.25,0.42,,,,,,,,,
FR,2020,Construction (NACE F),ALL,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,,,,,,,,,,,,
FR,2019,Other (NACE D/E/H/J),ALL,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,,,,,,,,,,,,
FR,2025,Construction (NACE F),ALL,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,0.3,0.33,0.36,,,,,,,,,
FR,2021,ALL,ALL,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,,,,,,,,,,,,
FR,2019,Services (NACE G/I),ALL,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,,,,,,,,,,,,
FR,2018,ALL,SME,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,,,,,,,,,,,,
FR,2023,Other (NACE D/E/H/J),ALL,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,0.28,0.3,0.41,,,,,,,,,
FR,2020,ALL,Large,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,,,,,,,,,,,,
FR,2025,Other (NACE D/E/H/J),ALL,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,0.28,0.31,0.41,,,,,,,,,
FR,2024,ALL,ALL,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,0.25,0.35,0.4,,,,,,,,,
FR,2025,Services (NACE G/I),ALL,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,0.35,0.25,0.4,,,,,,,,,
FR,2018,Construction (NACE F),ALL,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,,,,,,,,,,,,
FR,2024,Services (NACE G/I),ALL,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,0.19,0.36,0.44,,,,,,,,,
FR,2018,ALL,Large,Impact of climate change - Risks associated with the transition to a net zero economy over the next five years,,,,,,,,,,,,,,,,,,,
